b,b,0,0,8,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,8,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,b,b,b,b,b,0,0,v,0,0,b,b,b,b
b,b,0,0,0,0,0,0,0,0,0,0,b,b,b,b
b,b,0,0,0,0,0,0,0,0,0,0,b,b,b,b
b,b,0,0,b,b,b,b,b,b,b,b,b,b,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,b,b,b,b,b,b,b,b,0,0,0,0,b,b
b,b,b,b,b,b,0,0,0,0,0,0,0,0,b,b
b,b,b,b,b,b,0,0,0,0,0,0,0,0,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,1,1,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,1,1,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,1,1,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,0,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,0,b,b,b,b
b,b,b,b,b,b,b,b,0,0,0,0,0,b,b,b
b,b,b,b,b,b,b,b,b,0,0,0,0,0,0,b
b,b,b,b,b,b,b,b,b,b,0,0,0,0,0,b
b,b,b,b,b,b,b,b,b,b,b,0,0,0,0,b
b,b,b,b,b,b,b,b,b,b,0,0,0,0,0,b
b,b,b,b,b,b,b,b,b,0,0,0,0,0,0,b
b,b,b,b,b,b,b,b,0,0,0,0,0,b,b,b
b,b,b,b,b,b,b,0,0,0,0,0,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,1,1,1,1,1,b,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,1,1,1,1,1,b,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,1,1,1,1,1,b,b,b,b,b,b
